city,state,price,amount,quality,date,ppg,state.name,lat,lon
Williamsburg,VA,60,3.54,high,9/21/10,16.95,Virginia,37.2907225,-76.7319945
Willimantic,CT,390,28.3,high,9/21/10,13.78,Connecticut,41.714867,-72.20934
Wilmington,NC,380,28.3,high,9/21/10,13.43,North Carolina,34.19133,-77.87182
Wilmington,NC,400,28.3,high,9/21/10,14.13,North Carolina,34.19133,-77.87182
Wilmington,NC,325,28.3,medium,9/21/10,11.48,North Carolina,34.19133,-77.87182
Winter Park,FL,350,28.3,high,9/21/10,12.37,Florida,28.5825075,-81.283439
Wofford Heights,CA,55,3.54,high,9/21/10,15.54,California,35.715762,-118.4754575
Woodbridge,VA,110,28.3,medium,9/21/10,3.89,Virginia,38.678451,-77.34469
Woodinville,WA,160,14.15,high,9/21/10,11.31,Washington,47.754393,-122.071025
Woodside,NY,100,28.3,low,9/21/10,3.53,New York,40.742869,-73.90377
York,PA,60,3.54,high,9/21/10,16.95,Pennsylvania,39.962821,-76.71206
Ypsilanti,MI,50,3.54,medium,9/21/10,14.12,Michigan,42.2352605,-83.607655
Yucca Valley,CA,400,28.3,high,9/21/10,14.13,California,34.171023,-116.3812315
Boiling Springs,SC,50,14.15,medium,9/21/10,3.53,South Carolina,35.046508,-81.9817726
Albany,NY,375,28.3,high,9/22/10,13.25,New York,42.614852,-73.970812
Allston,MA,65,3.54,medium,9/22/10,18.36,Massachusetts,42.355147,-71.13164
Altoona,PA,30,3.54,medium,9/22/10,8.47,Pennsylvania,40.50217,-78.40082
Anderson,SC,370,28.3,high,9/22/10,13.07,South Carolina,34.4850635,-82.728235
Ann Arbor,MI,55,3.54,high,9/22/10,15.54,Michigan,42.2601535,-83.75909
Ann Arbor,MI,350,28.3,high,9/22/10,12.37,Michigan,42.2601535,-83.75909
Ann Arbor,MI,60,3.54,high,9/22/10,16.95,Michigan,42.2601535,-83.75909
Apopka,FL,70,28.3,low,9/22/10,2.47,Florida,28.658395,-81.50319
Arlington,VA,100,7.075,medium,9/22/10,14.13,Virginia,38.880811,-77.11295
Ashland,WI,60,3.54,high,9/22/10,16.95,Wisconsin,46.577191,-90.89707
Astoria,NY,55,3.54,medium,9/22/10,15.54,New York,40.767127,-73.917765
Athens,AL,30,7.075,medium,9/22/10,4.24,Alabama,34.7960965,-87.0290745
Athens,GA,50,3.54,high,9/22/10,14.12,Georgia,33.9459915,-83.38908
Atlanta,GA,100,28.3,high,9/22/10,3.53,Georgia,33.844371,-84.47405
Atlanta,GA,130,7.075,high,9/22/10,18.37,Georgia,33.844371,-84.47405
Atlanta,GA,390,28.3,high,9/22/10,13.78,Georgia,33.844371,-84.47405
Auburn University,AL,380,28.3,high,9/22/10,13.43,Alabama,32.602434,-85.4858
Augusta,GA,100,28.3,low,9/22/10,3.53,Georgia,33.386041,-82.090996
Aurora,CO,300,28.3,medium,9/22/10,10.6,Colorado,39.738752,-104.773083
Austin,TX,100,7.075,high,9/22/10,14.13,Texas,30.326374,-97.771258
Austin,TX,40,28.3,high,9/22/10,1.41,Texas,30.326374,-97.771258
Austin,TX,300,28.3,high,9/22/10,10.6,Texas,30.326374,-97.771258
Austin,TX,50,28.3,low,9/22/10,1.77,Texas,30.326374,-97.771258
Austin,TX,60,3.54,high,9/22/10,16.95,Texas,30.326374,-97.771258
Austin,TX,360,28.3,high,9/22/10,12.72,Texas,30.326374,-97.771258
Austin,TX,40,28.3,low,9/22/10,1.41,Texas,30.326374,-97.771258
Baltimore,MD,50,3.54,medium,9/22/10,14.12,Maryland,39.2847815,-76.620489
Baltimore,MD,100,28.3,low,9/22/10,3.53,Maryland,39.2847815,-76.620489
Baltimore,MD,60,3.54,high,9/22/10,16.95,Maryland,39.2847815,-76.620489
Beaumont,CA,520,28.3,medium,9/22/10,18.37,California,33.945265,-116.9759
Beaverton,OR,260,28.3,high,9/22/10,9.19,Oregon,45.5043775,-122.85714
Bellingham,WA,300,28.3,high,9/22/10,10.6,Washington,48.759079,-122.435478
Berkeley,CA,40,3.54,high,9/22/10,11.3,California,37.866825,-122.2668
Berkeley,CA,300,28.3,high,9/22/10,10.6,California,37.866825,-122.2668
Berkeley,CA,80,7.075,medium,9/22/10,11.31,California,37.866825,-122.2668
Billings,MT,50,3.54,high,9/22/10,14.12,Montana,45.978288,-108.194508
Bloomfield Hills,MI,55,28.3,medium,9/22/10,1.94,Michigan,42.5864885,-83.28894
Bloomington,IN,60,3.54,high,9/22/10,16.95,Indiana,39.173234,-86.5090375
Boca Raton,FL,100,7.075,high,9/22/10,14.13,Florida,26.391346,-80.16699
Boone,NC,400,28.3,high,9/22/10,14.13,North Carolina,36.217052,-81.687983
Boston,MA,60,3.54,high,9/22/10,16.95,Massachusetts,42.338947,-71.026964
Boston,MA,415,28.3,high,9/22/10,14.66,Massachusetts,42.338947,-71.026964
Boston,MA,50,3.54,high,9/22/10,14.12,Massachusetts,42.338947,-71.026964
Boulder,CO,35,3.54,high,9/22/10,9.89,Colorado,40.087835,-105.373507
Boynton Beach,FL,50,3.54,high,9/22/10,14.12,Florida,26.53,-80.19
Brattleboro,VT,325,28.3,high,9/22/10,11.48,Vermont,42.99467,-72.720362
Bremerton,WA,300,28.3,high,9/22/10,10.6,Washington,47.569167,-122.63493
Broken Arrow,OK,120,7.075,high,9/22/10,16.96,Oklahoma,36.0495765,-95.80618
Bronx,NY,50,3.54,high,9/22/10,14.12,New York,40.844831,-73.883955
Brookings,SD,375,28.3,high,9/22/10,13.25,South Dakota,44.337557,-96.7906525
Brooklyn,NY,360,28.3,medium,9/22/10,12.72,New York,40.645099,-73.945032
Brooklyn,NY,30,7.075,medium,9/22/10,4.24,New York,40.645099,-73.945032
Brooklyn,NY,440,28.3,high,9/22/10,15.55,New York,40.645099,-73.945032
Brooklyn,NY,150,7.075,high,9/22/10,21.2,New York,40.645099,-73.945032
Brooklyn,NY,60,3.54,high,9/22/10,16.95,New York,40.645099,-73.945032
Brooklyn,NY,60,3.54,medium,9/22/10,16.95,New York,40.645099,-73.945032
Brooklyn,NY,50,3.54,high,9/22/10,14.12,New York,40.645099,-73.945032
Brooklyn,NY,75,3.54,high,9/22/10,21.19,New York,40.645099,-73.945032
Buffalo,NY,60,3.54,high,9/22/10,16.95,New York,42.8807395,-78.86801
Buffalo,NY,120,28.3,low,9/22/10,4.24,New York,42.8807395,-78.86801
Burbank,CA,68,3.54,high,9/22/10,19.21,California,33.786594,-118.298662
Burlington,VT,330,28.3,medium,9/22/10,11.66,Vermont,44.442117,-73.082525
Burlington,VT,60,3.54,high,9/22/10,16.95,Vermont,44.442117,-73.082525
Burlington,VT,400,28.3,high,9/22/10,14.13,Vermont,44.442117,-73.082525
Cambridge,MA,425,28.3,high,9/22/10,15.02,Massachusetts,42.379146,-71.12803
Cambridge,MA,60,3.54,medium,9/22/10,16.95,Massachusetts,42.379146,-71.12803
Casper,WY,60,3.54,medium,9/22/10,16.95,Wyoming,42.889576,-106.35696
Centreville,VA,70,14.15,medium,9/22/10,4.95,Virginia,38.831813,-77.43964
Chapel Hill,NC,180,28.3,medium,9/22/10,6.36,North Carolina,35.915083,-79.107692
Charleston,SC,60,3.54,high,9/22/10,16.95,South Carolina,32.84885,-79.9355
Charlotte,NC,60,28.3,medium,9/22/10,2.12,North Carolina,35.26002,-80.804151
Chaska,MN,55,3.54,high,9/22/10,15.54,Minnesota,44.809954,-93.6105
Chesterton,IN,60,3.54,high,9/22/10,16.95,Indiana,41.616263,-87.05883
Cheyenne,WY,20,7.075,low,9/22/10,2.83,Wyoming,41.3016415,-104.666365
Chicago,IL,60,3.54,high,9/22/10,16.95,Illinois,41.8474,-87.68732
Chicago,IL,60,28.3,high,9/22/10,2.12,Illinois,41.8474,-87.68732
Chicago,IL,60,3.54,medium,9/22/10,16.95,Illinois,41.8474,-87.68732
Chicago,IL,30,3.54,medium,9/22/10,8.47,Illinois,41.8474,-87.68732
Chico,CA,200,28.3,high,9/22/10,7.07,California,39.7386895,-121.8100475
Chula Vista,CA,40,3.54,high,9/22/10,11.3,California,32.6525245,-116.95304
Churchville,NY,400,28.3,high,9/22/10,14.13,New York,43.079181,-77.87334
Cincinnati,OH,55,3.54,high,9/22/10,15.54,Ohio,39.166759,-84.53778
Cleveland,OH,20,3.54,medium,9/22/10,5.65,Ohio,41.526151,-81.672797
Cleveland,OH,60,3.54,high,9/22/10,16.95,Ohio,41.526151,-81.672797
Clinton,CT,60,3.54,high,9/22/10,16.95,Connecticut,41.288599,-72.52728
Colorado Springs,CO,50,3.54,medium,9/22/10,14.12,Colorado,38.82469,-104.665
Columbus,OH,50,3.54,high,9/22/10,14.12,Ohio,39.969036,-83.011389
Concord,MA,425,28.3,high,9/22/10,15.02,Massachusetts,42.457201,-71.37478
Cookeville,TN,60,28.3,low,9/22/10,2.12,Tennessee,36.141824,-85.454779
Cooperstown,NY,400,28.3,high,9/22/10,14.13,New York,42.703091,-74.91413
Council Bluffs,IA,100,28.3,medium,9/22/10,3.53,Iowa,41.2544,-95.79752
Crosby,TX,60,28.3,medium,9/22/10,2.12,Texas,29.920121,-95.07327
Dallas,NC,10,5,medium,9/22/10,2,North Carolina,35.333668,-81.18303
Dallas,TX,50,28.3,medium,9/22/10,1.77,Texas,32.767268,-96.777626
Dallas,TX,60,3.54,medium,9/22/10,16.95,Texas,32.767268,-96.777626
Danbury,CT,200,28.3,medium,9/22/10,7.07,Connecticut,41.308873,-73.363661
Dayton,OH,100,28.3,medium,9/22/10,3.53,Ohio,39.750471,-84.221865
Dayton,OH,90,7.075,high,9/22/10,12.72,Ohio,39.750471,-84.221865
Dayton,OH,60,3.54,high,9/22/10,16.95,Ohio,39.750471,-84.221865
Daytona Beach,FL,60,3.54,high,9/22/10,16.95,Florida,29.022729,-81.172169
Dekalb,IL,60,3.54,high,9/22/10,16.95,Illinois,41.924127,-88.74617
Delaware,OH,25,3.54,low,9/22/10,7.06,Ohio,40.295925,-83.06968
Denham Springs,LA,60,28.3,low,9/22/10,2.12,Louisiana,30.468526,-90.92758
Denton,TX,80,7.075,high,9/22/10,11.31,Texas,33.225523,-97.116282
Denver,CO,100,28.3,high,9/22/10,3.53,Colorado,39.738752,-104.96214
Des Moines,IA,100,28.3,medium,9/22/10,3.53,Iowa,41.672687,-93.572173
Des Moines,IA,400,28.3,high,9/22/10,14.13,Iowa,41.672687,-93.572173
Dexter,MI,480,28.3,high,9/22/10,16.96,Michigan,42.344837,-83.89907
Dublin,OH,50,3.54,high,9/22/10,14.12,Ohio,40.0996445,-83.13348
Dundee,MI,95,28.3,medium,9/22/10,3.36,Michigan,41.965806,-83.67133
East Lansing,MI,250,28.3,high,9/22/10,8.83,Michigan,42.724834,-84.4681025
Egg Harbor Township,NJ,100,7.075,high,9/22/10,14.13,New Jersey,39.398172,-74.59667
El Paso,TX,50,3.54,high,9/22/10,14.12,Texas,31.694842,-106.299987
El Paso,TX,40,28.3,low,9/22/10,1.41,Texas,31.694842,-106.299987
Eugene,OR,170,28.3,high,9/22/10,6.01,Oregon,44.06092,-123.08275
Eugene,OR,35,3.54,high,9/22/10,9.89,Oregon,44.06092,-123.08275
Fairport,NY,400,28.3,high,9/22/10,14.13,New York,43.091714,-77.43483
Fayetteville,AR,60,3.54,medium,9/22/10,16.95,Arkansas,36.0687325,-94.1768685
Flemington,NJ,90,5,medium,9/22/10,18,New Jersey,40.515645,-74.85319
Fort Collins,CO,50,3.54,high,9/22/10,14.12,Colorado,40.540565,-105.10494
Fort Collins,CO,35,3.54,medium,9/22/10,9.89,Colorado,40.540565,-105.10494
Franklin,TN,60,3.54,high,9/22/10,16.95,Tennessee,35.895085,-86.89919
Gainesville,GA,60,14.15,medium,9/22/10,4.24,Georgia,34.3064155,-83.854483
Garden City,KS,300,28.3,high,9/22/10,10.6,Kansas,37.976008,-100.82503
Girard,OH,60,3.54,high,9/22/10,16.95,Ohio,41.160758,-80.693
Glastonbury,CT,25,7.075,medium,9/22/10,3.53,Connecticut,41.707932,-72.57085
Grand Prairie,TX,60,3.54,medium,9/22/10,16.95,Texas,32.759922,-97.00428
Green Bay,WI,40,28.3,medium,9/22/10,1.41,Wisconsin,44.4726535,-88.007382
Greensboro,NC,75,3.54,high,9/22/10,21.19,North Carolina,36.080707,-80.0244
Greenville,SC,40,7.075,low,9/22/10,5.65,South Carolina,34.849745,-82.419456
Harrison Township,MI,120,28.3,medium,9/22/10,4.24,Michigan,42.582961,-82.83063
Hempstead,NY,60,3.54,medium,9/22/10,16.95,New York,40.754757,-73.601772
Hickory,NC,340,28.3,high,9/22/10,12.01,North Carolina,35.70701,-81.33012
Hillsboro,OR,30,3.54,high,9/22/10,8.47,Oregon,45.545841,-122.94605
Hiram,OH,20,3.54,medium,9/22/10,5.65,Ohio,41.337187,-81.16699
Hollywood,FL,400,28.3,high,9/22/10,14.13,Florida,26.016984,-80.23851
Honeoye Falls,NY,300,28.3,high,9/22/10,10.6,New York,42.964593,-77.5919
Houston,TX,200,14.15,high,9/22/10,14.13,Texas,29.83399,-95.434241
Houston,TX,400,28.3,high,9/22/10,14.13,Texas,29.83399,-95.434241
Houston,TX,70,3.54,high,9/22/10,19.77,Texas,29.83399,-95.434241
Humble,TX,60,3.54,high,9/22/10,16.95,Texas,30.001902,-95.26785
Huntington Beach,CA,300,28.3,high,9/22/10,10.6,California,33.6698685,-117.985865
Hutchinson,KS,90,28.3,low,9/22/10,3.18,Kansas,38.034292,-97.929
Indiana,PA,400,28.3,high,9/22/10,14.13,Pennsylvania,40.633169,-79.1454525
Iowa City,IA,400,28.3,high,9/22/10,14.13,Iowa,41.6503915,-91.551005
Jackson,MS,75,3.54,high,9/22/10,21.19,Mississippi,32.311287,-90.2602
Jamestown,NY,100,28.3,medium,9/22/10,3.53,New York,42.2171595,-79.3529155
Kearney,NE,60,3.54,high,9/22/10,16.95,Nebraska,40.71158,-99.071688
Kerhonkson,NY,70,3.54,high,9/22/10,19.77,New York,41.790385,-74.30413
Kew Gardens,NY,45,3.54,high,9/22/10,12.71,New York,40.706903,-73.82973
Key West,FL,50,7.075,high,9/22/10,7.07,Florida,25.100957,-81.568862
King Of Prussia,PA,60,3.54,high,9/22/10,16.95,Pennsylvania,40.038047,-75.5616525
Knoxville,TN,120,7.075,high,9/22/10,16.96,Tennessee,35.988528,-83.96218
La Crosse,WI,170,14.15,high,9/22/10,12.01,Wisconsin,43.848665,-91.21141
Lakewood,OH,110,28.3,medium,9/22/10,3.89,Ohio,41.480881,-81.80036
Lansing,MI,60,3.54,high,9/22/10,16.95,Michigan,42.72,-84.555629
Lawrence,KS,60,3.54,high,9/22/10,16.95,Kansas,38.952526,-95.275623
Lawrenceville,GA,175,28.3,high,9/22/10,6.18,Georgia,33.939259,-84.0563395
Leesburg,VA,125,5,high,9/22/10,25,Virginia,39.1095075,-77.594132
Long Branch,NJ,365,28.3,high,9/22/10,12.9,New Jersey,40.297932,-73.99097
Los Alamos,NM,450,28.3,high,9/22/10,15.9,New Mexico,35.866174,-106.2953075
Los Angeles,CA,145,14.15,high,9/22/10,10.25,California,34.001115,-118.298662
Los Angeles,CA,45,3.54,medium,9/22/10,12.71,California,34.001115,-118.298662
Los Angeles,CA,315,28.3,high,9/22/10,11.13,California,34.001115,-118.298662
Louisville,KY,200,14.15,high,9/22/10,14.13,Kentucky,38.188962,-85.676819
Louisville,KY,400,28.3,high,9/22/10,14.13,Kentucky,38.188962,-85.676819
Macomb,IL,110,7.075,medium,9/22/10,15.55,Illinois,40.456986,-90.6681
Macomb,MI,350,28.3,high,9/22/10,12.37,Michigan,42.6668675,-82.93187
Madison,WI,340,28.3,high,9/22/10,12.01,Wisconsin,43.06956,-89.423861
Madison,WI,50,3.54,medium,9/22/10,14.12,Wisconsin,43.06956,-89.423861
Madison,WI,325,28.3,high,9/22/10,11.48,Wisconsin,43.06956,-89.423861
Manchester,NH,80,7.075,medium,9/22/10,11.31,New Hampshire,42.967684,-71.4868
Mattoon,IL,20,3.54,low,9/22/10,5.65,Illinois,39.474889,-88.37421
Memphis,TN,40,7.075,medium,9/22/10,5.65,Tennessee,35.201738,-89.971538
Memphis,TN,40,7.075,low,9/22/10,5.65,Tennessee,35.201738,-89.971538
Metairie,LA,135,7.075,medium,9/22/10,19.08,Louisiana,29.677893,-90.0901
Miami,FL,60,7.075,medium,9/22/10,8.48,Florida,25.7219505,-80.35959
Midland,MI,25,3.54,medium,9/22/10,7.06,Michigan,43.637471,-84.27234
Milwaukee,WI,135,28.3,low,9/22/10,4.77,Wisconsin,43.038863,-87.93423
Missoula,MT,35,3.54,high,9/22/10,9.89,Montana,46.9035815,-114.031057
Missoula,MT,70,7.075,high,9/22/10,9.89,Montana,46.9035815,-114.031057
Missoula,MT,250,28.3,high,9/22/10,8.83,Montana,46.9035815,-114.031057
Monongahela,PA,40,7.075,medium,9/22/10,5.65,Pennsylvania,40.196694,-79.92642
Mount Airy,NC,80,28.3,low,9/22/10,2.83,North Carolina,36.49376,-80.62336
Muncie,IN,150,28.3,medium,9/22/10,5.3,Indiana,40.202293,-85.396685
Muskegon,MI,60,14.15,medium,9/22/10,4.24,Michigan,43.2333145,-86.259055
Naperville,IL,110,7.075,medium,9/22/10,15.55,Illinois,41.779832,-88.137015
Nashua,NH,45,7.075,low,9/22/10,6.36,New Hampshire,42.760363,-71.48272
Nashua,NH,160,28.3,medium,9/22/10,5.65,New Hampshire,42.760363,-71.48272
Nashville,TN,120,7.075,high,9/22/10,16.96,Tennessee,36.186605,-86.785248
Nashville,TN,100,7.075,high,9/22/10,14.13,Tennessee,36.186605,-86.785248
Nashville,TN,60,3.54,high,9/22/10,16.95,Tennessee,36.186605,-86.785248
Nashville,TN,60,3.54,medium,9/22/10,16.95,Tennessee,36.186605,-86.785248
New Brunswick,NJ,60,3.54,medium,9/22/10,16.95,New Jersey,40.430006,-74.417344
New Kensington,PA,70,3.54,high,9/22/10,19.77,Pennsylvania,40.4656655,-79.5910305
New Orleans,LA,120,7.075,high,9/22/10,16.96,Louisiana,30.032997,-89.882564
New York,NY,70,3.54,high,9/22/10,19.77,New York,40.780751,-73.977182
New York,NY,80,3.54,high,9/22/10,22.6,New York,40.780751,-73.977182
New York,NY,420,28.3,high,9/22/10,14.84,New York,40.780751,-73.977182
New York,NY,300,14.15,high,9/22/10,21.2,New York,40.780751,-73.977182
New York,NY,50,3.54,high,9/22/10,14.12,New York,40.780751,-73.977182
New York,NY,60,28.3,high,9/22/10,2.12,New York,40.780751,-73.977182
New York,NY,60,3.54,medium,9/22/10,16.95,New York,40.780751,-73.977182
New York,NY,100,7.075,high,9/22/10,14.13,New York,40.780751,-73.977182
Newark,DE,60,3.54,high,9/22/10,16.95,Delaware,39.564499,-75.597047
Newport Beach,CA,40,3.54,high,9/22/10,11.3,California,33.6152095,-117.8895805
Norristown,PA,60,3.54,high,9/22/10,16.95,Pennsylvania,40.123708,-75.38378
North Billerica,MA,50,7.075,medium,9/22/10,7.07,Massachusetts,42.573592,-71.2911
Oakland,CA,35,3.54,high,9/22/10,9.89,California,37.7699315,-122.189845
Oakland,CA,75,7.075,high,9/22/10,10.6,California,37.7699315,-122.189845
Ocean City,MD,145,28.3,medium,9/22/10,5.12,Maryland,38.3042735,-75.1977935
Ojai,CA,40,3.54,high,9/22/10,11.3,California,34.24467,-119.193685
Oklahoma City,OK,75,28.3,medium,9/22/10,2.65,Oklahoma,35.535989,-97.43249
Oklahoma City,OK,50,28.3,medium,9/22/10,1.77,Oklahoma,35.535989,-97.43249
Olathe,KS,350,28.3,high,9/22/10,12.37,Kansas,38.8948425,-94.831991
Olive Branch,MS,80,28.3,high,9/22/10,2.83,Mississippi,34.954106,-89.83743
Olympia,WA,40,3.54,high,9/22/10,11.3,Washington,47.00581,-122.78376
Olympia,WA,140,14.15,medium,9/22/10,9.89,Washington,47.00581,-122.78376
Oneonta,NY,60,3.54,high,9/22/10,16.95,New York,42.469761,-75.05192
Orange,CA,150,14.15,medium,9/22/10,10.6,California,33.640302,-117.769442
Orlando,FL,50,3.54,high,9/22/10,14.12,Florida,28.5538035,-81.260818
Oxford,OH,365,28.3,high,9/22/10,12.9,Ohio,39.498751,-84.7407
Pagosa Springs,CO,90,7.075,high,9/22/10,12.72,Colorado,37.2558085,-107.1030115
Philadelphia,PA,60,3.54,high,9/22/10,16.95,Pennsylvania,40.001811,-75.12565
Philadelphia,PA,160,28.3,medium,9/22/10,5.65,Pennsylvania,40.001811,-75.12565
Philadelphia,PA,60,3.54,medium,9/22/10,16.95,Pennsylvania,40.001811,-75.12565
Philadelphia,PA,325,28.3,high,9/22/10,11.48,Pennsylvania,40.001811,-75.12565
Philadelphia,PA,90,7.075,high,9/22/10,12.72,Pennsylvania,40.001811,-75.12565
Piscataway,NJ,60,28.3,high,9/22/10,2.12,New Jersey,40.4926805,-74.439142
Pittsburg,IL,50,3.54,high,9/22/10,14.12,Illinois,37.780592,-88.82344
Pittsburgh,PA,50,3.54,high,9/22/10,14.12,Pennsylvania,40.434436,-80.024817
Pittsburgh,PA,25,3.54,medium,9/22/10,7.06,Pennsylvania,40.434436,-80.024817
Pittsburgh,PA,30,3.54,medium,9/22/10,8.47,Pennsylvania,40.434436,-80.024817
Pittsburgh,PA,60,3.54,high,9/22/10,16.95,Pennsylvania,40.434436,-80.024817
Pittsburgh,PA,60,28.3,high,9/22/10,2.12,Pennsylvania,40.434436,-80.024817
Pompano Beach,FL,400,28.3,high,9/22/10,14.13,Florida,26.236792,-80.21776
Pompano Beach,FL,300,28.3,high,9/22/10,10.6,Florida,26.236792,-80.21776
Port Saint Lucie,FL,40,7.075,medium,9/22/10,5.65,Florida,27.3020825,-80.389655
Portland,OR,200,28.3,high,9/22/10,7.07,Oregon,45.546205,-122.59418
Portland,OR,20,3.54,low,9/22/10,5.65,Oregon,45.546205,-122.59418
Portland,OR,40,3.54,high,9/22/10,11.3,Oregon,45.546205,-122.59418
Portland,OR,40,3.54,medium,9/22/10,11.3,Oregon,45.546205,-122.59418
Portland,OR,250,28.3,high,9/22/10,8.83,Oregon,45.546205,-122.59418
Powell,TN,35,7.075,medium,9/22/10,4.95,Tennessee,36.044507,-84.04192
Providence,RI,50,3.54,medium,9/22/10,14.12,Rhode Island,41.82275,-71.424851
Providence,RI,120,7.075,high,9/22/10,16.96,Rhode Island,41.82275,-71.424851
Pullman,WA,50,3.54,high,9/22/10,14.12,Washington,46.838747,-117.644337
Radcliff,KY,140,5,high,9/22/10,28,Kentucky,37.7759665,-85.957867
Raleigh,NC,370,28.3,high,9/22/10,13.07,North Carolina,35.797692,-78.625265
Redding,CA,300,28.3,high,9/22/10,10.6,California,40.641389,-122.34206
Richmond,VA,60,3.54,high,9/22/10,16.95,Virginia,37.524246,-77.493157
Richmond,VA,20,3.54,medium,9/22/10,5.65,Virginia,37.524246,-77.493157
Ringwood,NJ,50,7.075,medium,9/22/10,7.07,New Jersey,41.096095,-74.26012
Ripley,MS,25,7.075,medium,9/22/10,3.53,Mississippi,34.739023,-88.92629
Rochester,NY,100,28.3,low,9/22/10,3.53,New York,43.223213,-77.68132
Rochester,NY,180,14.15,high,9/22/10,12.72,New York,43.223213,-77.68132
Rockford,IL,300,28.3,high,9/22/10,10.6,Illinois,42.297793,-89.1041
Roseburg,OR,80,7.075,medium,9/22/10,11.31,Oregon,43.2336435,-123.41569
Rutland,VT,120,7.075,high,9/22/10,16.96,Vermont,43.515047,-72.976941
Saddle River,NJ,500,28.3,high,9/22/10,17.67,New Jersey,41.054568,-74.09616
Saint Charles,MO,160,28.3,medium,9/22/10,5.65,Missouri,38.7459875,-90.596175
Saint Louis,MO,60,3.54,medium,9/22/10,16.95,Missouri,38.6531,-90.253045
Saint Paul,MN,50,3.54,high,9/22/10,14.12,Minnesota,44.9984085,-93.105869
Salem,OR,45,3.54,medium,9/22/10,12.71,Oregon,44.954691,-123.002681
San Antonio,TX,40,28.3,medium,9/22/10,1.41,Texas,29.437532,-98.461582
San Diego,CA,55,3.54,high,9/22/10,15.54,California,32.998855,-117.02431
San Diego,CA,50,28.3,high,9/22/10,1.77,California,32.998855,-117.02431
San Francisco,CA,45,3.54,high,9/22/10,12.71,California,37.784827,-122.727802
San Francisco,CA,250,28.3,high,9/22/10,8.83,California,37.784827,-122.727802
San Francisco,CA,60,3.54,high,9/22/10,16.95,California,37.784827,-122.727802
San Francisco,CA,210,28.3,high,9/22/10,7.42,California,37.784827,-122.727802
San Jose,CA,50,3.54,high,9/22/10,14.12,California,37.189396,-121.723568
San Jose,CA,100,7.075,high,9/22/10,14.13,California,37.189396,-121.723568
San Marcos,TX,120,7.075,high,9/22/10,16.96,Texas,29.965661,-97.975127
Sandwich,MA,150,28.3,low,9/22/10,5.3,Massachusetts,41.735645,-70.48866
Santa Ana,CA,40,3.54,high,9/22/10,11.3,California,33.7216425,-117.83914
Santa Barbara,CA,40,3.54,high,9/22/10,11.3,California,34.40323,-119.848555
Santa Cruz,CA,100,7.075,high,9/22/10,14.13,California,36.9903775,-122.018445
Santa Cruz,CA,250,28.3,high,9/22/10,8.83,California,36.9903775,-122.018445
Santa Maria,CA,350,28.3,high,9/22/10,12.37,California,34.900809,-120.42806
Sarasota,FL,60,3.54,high,9/22/10,16.95,Florida,27.321313,-82.51506
Seattle,WA,40,3.54,high,9/22/10,11.3,Washington,47.543348,-122.30373
Seattle,WA,250,28.3,high,9/22/10,8.83,Washington,47.543348,-122.30373
Seattle,WA,25,3.54,high,9/22/10,7.06,Washington,47.543348,-122.30373
Seattle,WA,280,28.3,medium,9/22/10,9.89,Washington,47.543348,-122.30373
Seattle,WA,35,3.54,medium,9/22/10,9.89,Washington,47.543348,-122.30373
Seattle,WA,400,28.3,medium,9/22/10,14.13,Washington,47.543348,-122.30373
Seattle,WA,330,28.3,high,9/22/10,11.66,Washington,47.543348,-122.30373
Seattle,WA,290,28.3,high,9/22/10,10.25,Washington,47.543348,-122.30373
Seattle,WA,50,3.54,high,9/22/10,14.12,Washington,47.543348,-122.30373
Seattle,WA,300,28.3,high,9/22/10,10.6,Washington,47.543348,-122.30373
Seattle,WA,40,28.3,medium,9/22/10,1.41,Washington,47.543348,-122.30373
Shelton,WA,60,3.54,high,9/22/10,16.95,Washington,47.224044,-123.10538
Sicklerville,NJ,20,3.54,medium,9/22/10,5.65,New Jersey,39.741385,-74.99035
Sioux City,IA,35,28.3,medium,9/22/10,1.24,Iowa,42.505046,-96.38003
Slippery Rock,PA,45,28.3,medium,9/22/10,1.59,Pennsylvania,41.047157,-80.05506
Smiths Creek,MI,350,28.3,high,9/22/10,12.37,Michigan,42.948521,-82.57049
Smithtown,NY,50,3.54,high,9/22/10,14.12,New York,40.8878345,-72.922424
Sonoma,CA,250,28.3,high,9/22/10,8.83,California,38.277147,-122.47058
Southgate,MI,140,28.3,medium,9/22/10,4.95,Michigan,42.205289,-83.19812
Spokane,WA,40,3.54,high,9/22/10,11.3,Washington,47.653568,-117.431742
Spokane,WA,220,28.3,medium,9/22/10,7.77,Washington,47.653568,-117.431742
Spokane,WA,300,28.3,medium,9/22/10,10.6,Washington,47.653568,-117.431742
Springfield,IL,45,7.075,medium,9/22/10,6.36,Illinois,39.749457,-89.606017
Starkville,MS,460,28.3,high,9/22/10,16.25,Mississippi,33.4550695,-88.8279965
Sterling Heights,MI,300,28.3,high,9/22/10,10.6,Michigan,42.598734,-83.00446
Stevens Point,WI,40,7.075,low,9/22/10,5.65,Wisconsin,44.524054,-89.54
Stony Brook,NY,50,3.54,high,9/22/10,14.12,New York,40.91425,-72.882279
Storrs Mansfield,CT,60,3.54,high,9/22/10,16.95,Connecticut,41.8067355,-72.25576
Succasunna,NJ,50,3.54,medium,9/22/10,14.12,New Jersey,40.855549,-74.65251
Sugar Land,TX,80,5,high,9/22/10,16,Texas,29.573345,-95.65
